package	function	parameter	meaning	doc_path	source_url	fetched_at
scop	DEtestRingPlot	pt.alpha	The transparency of the data points. Default is 1.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	cols.highlight	"A character string specifying the color for highlighted points. Default is ""black""."	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	sizes.highlight	The size of the highlighted points. Default is 1.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	alpha.highlight	The transparency of the highlighted points. Default is 1.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	stroke.highlight	The stroke width for the highlighted points. Default is 0.5.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	nlabel	An integer value specifying the number of labeled points per group. Default is 5.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	features_label	A character vector specifying the feature labels to plot. Default is NULL.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	only.pos	Whether to show only positive log2 fold-change results in differential expression visualizations. Default is FALSE.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	label.by	"Metric used to select automatic labels when features_label = NULL. Options are ""p_val_adj"", ""p_val"", ""diff_pct"", and ""avg_log2FC"". Smaller p-values are ranked first; diff_pct and avg_log2FC use the strongest positive and negative effects within each group. Default is ""p_val_adj""."	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	label.fg	"A character string specifying the color for the labels' foreground. Default is ""black""."	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	label.bg	"A character string specifying the color for the labels' background. Default is ""white""."	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	label.bg.r	The radius of the rounding of the labels' background. Default is 0.1.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	label.size	The size of the labels. Default is 4.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	palette	"Color palette name. Available palettes can be found in [thisplot:show_palettes]{thisplot::show_palettes}. Default is ""RdBu""."	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	palcolor	Custom colors used to create a color palette. Default is NULL.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	theme_use	"Theme used. Can be a character string or a theme function. Default is ""theme_scop""."	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	theme_args	Other arguments passed to the theme_use. Default is list().	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	tile_height	Height of the cell-type track in ring plot. Default is 0.3.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	tile_gap	Gap between the track and nudged points in ring plot. Default is 0.1.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	jitter_width	Horizontal jitter range for points in Manhattan plot. Default is 0.5.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	ring_segments	Whether to draw segment lines between cell types in ring plot. Default is TRUE.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	seed	Random seed for jitter in Manhattan and ring plots. Default is 11.	references/scop/functions/DEtestRingPlot.md	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	object	"A SummarizedExperiment object containing deconvolution results in metadata(object)[[""Deconvolution""]]."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	res	A deconvolution result data frame. When provided, object is ignored.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	plot_type	"Plot type. One of ""bar"", ""heatmap"", or ""box""."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	sample_order	Optional sample order.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	cell_type_order	Optional cell-type order.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	palette	"Palette used for discrete cell-type colors in ""bar"" and ""box"" modes."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	palcolor	Optional custom colors for palette.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	heatmap_palette	"Palette used for continuous proportions in ""heatmap"" mode."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	heatmap_palcolor	Optional custom colors for heatmap_palette.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	sample_annotation	"Character vector of colData(object) columns used as top annotations in ""heatmap"" mode."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	sample_annotation_palette	Palette(s) used for sample_annotation.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	sample_annotation_palcolor	Optional custom colors for sample_annotation_palette. Use a list when multiple annotations are provided.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	sample_split	Optional colData(object) column used to split heatmap columns for grouped comparison.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	cluster_rows, cluster_columns	"Whether to cluster rows or columns in ""heatmap"" mode."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	show_row_names, show_column_names	"Whether to show row or column names in ""heatmap"" mode."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	theme_use	"Theme used. Can be a character string or a theme function. Default is ""theme_scop""."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	theme_args	Other arguments passed to the theme_use. Default is list().	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	legend.position	"The position of legends, one of ""none"", ""left"", ""right"", ""bottom"", ""top"". Default is ""right""."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	legend.direction	"The direction of the legend in the plot. Can be one of ""vertical"" or ""horizontal""."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	grid_major	"Whether to show major grid lines for ""bar"" and ""box"" plots. Default is FALSE."	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	verbose	Whether to print the message. Default is TRUE.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	...	Reserved for future use.	references/scop/functions/DeconvolutionPlot.md	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	2026-08-03T14:16:23+00:00
scop	DefaultReduction	srt	A Seurat object.	references/scop/functions/DefaultReduction.md	https://mengxu98.github.io/scop/reference/DefaultReduction.html	2026-08-03T14:16:23+00:00
scop	DefaultReduction	pattern	Character string containing a regular expression to search for.	references/scop/functions/DefaultReduction.md	https://mengxu98.github.io/scop/reference/DefaultReduction.html	2026-08-03T14:16:23+00:00
scop	DefaultReduction	min_dim	Minimum dimension threshold.	references/scop/functions/DefaultReduction.md	https://mengxu98.github.io/scop/reference/DefaultReduction.html	2026-08-03T14:16:23+00:00
scop	DefaultReduction	max_distance	Maximum distance allowed for a match.	references/scop/functions/DefaultReduction.md	https://mengxu98.github.io/scop/reference/DefaultReduction.html	2026-08-03T14:16:23+00:00
scop	DefaultReduction	verbose	Whether to print the message. Default is TRUE.	references/scop/functions/DefaultReduction.md	https://mengxu98.github.io/scop/reference/DefaultReduction.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	srt	A Seurat object with a PCA-like reduction computed.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	max_pcs	Maximum number of PCs to visualize. Default is 50.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	variance_thresholds	Numeric vector of variance thresholds to mark. Default is c(0.60, 0.70, 0.80, 0.90).	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	reduction	"Reduction name to inspect. Default is NULL, which automatically selects a PCA-like reduction via {[=DefaultReduction]{DefaultReduction()}} with pattern = ""pca""."	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	palcolor	"Colors for the selected-PC line, curves, and bars, respectively. Default is c(""#D70440"", ""#0AA344"", ""#1772B4"")."	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	aspect.ratio	Aspect ratio of the plot. Default is NULL.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	title	Plot title. When NULL (default), reports the selected number of PCs.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	subtitle	Plot subtitle. Default is NULL.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	xlab	"X-axis label. Default is ""Principal component""."	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	theme_use	"Theme function used to style the plot. Default is ""theme_scop""."	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	theme_args	Other arguments passed to the theme_use.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	seed	Random seed. Default is 11.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	verbose	Whether to print the message. Default is TRUE.	references/scop/functions/DimsEstimatePlot.md	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	srt	A Seurat object containing results from {[=RunDorothea]{RunDorothea()}}.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	group.by	Metadata column used to define groups.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	group1, group2	Two group labels to compare. Positive logFC means higher TF activity in group1.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	tool_name	Name of the srt@tools entry created by {[=RunDorothea]{RunDorothea()}}.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	features	TFs to plot. If NULL, all TFs are tested and the top top_n TFs are shown.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	top_n	Number of TFs to show when features = NULL. Set NULL to show all tested TFs.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	test.use	Statistical test used for each TF.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	p.adjust.method	Method passed to [stats:p.adjust]{stats::p.adjust}.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	color.by	P-value column used for bar fill.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	rank.by	Metric used to select top TFs when features = NULL.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	sort.by	Metric used to order TFs on the x-axis.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	p_floor	Lower bound used before -log10() transformation.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	bar_width	Width of bars.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	cols	Color vector of length 3 for low, midpoint, and high values.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	title, xlab, ylab, fill.title	Axis, plot, and legend titles.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	angle	X-axis text angle.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	hjust, vjust	X-axis text justification.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	theme_use	Theme function used to style the plot.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	theme_args	Other arguments passed to theme_use.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	return_data	Whether to return a list with the plot and statistics.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	verbose	Whether to print the message. Default is TRUE.	references/scop/functions/DorotheaPlot.md	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	srt	A Seurat object.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	lineages	A character vector specifying the lineage names for which dynamic features should be calculated.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	features	A character vector specifying the features to plot. By default, this parameter is set to NULL, and the dynamic features will be determined by the parameters min_expcells, r.sq, dev.expl, padjust and num_intersections.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	use_fitted	Whether to use fitted values. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	border	Whether to add borders to the heatmap body and annotations. Kept for backward compatibility. The more specific heatmap_border, cell_annotation_border, and feature_annotation_border arguments inherit from this value when left as NULL.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	heatmap_border, cell_annotation_border, feature_annotation_border	Whether to draw borders for the heatmap body, cell annotations, and feature annotations, respectively. Defaults inherit from border.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	heatmap_border_palcolor, cell_annotation_border_palcolor, feature_annotation_border_palcolor	"Border colors for the heatmap body, cell annotations, and feature annotations when their matching border argument is TRUE. Default is ""black""."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	heatmap_border_size, cell_annotation_border_size, feature_annotation_border_size	Border line widths for the heatmap body, cell annotations, and feature annotations when their matching border argument is TRUE. Default is 1.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	flip	Whether to flip the heatmap. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	min_expcells	The minimum number of expected cells. Default is 20.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	r.sq	The R-squared threshold. Default is 0.2.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	dev.expl	The deviance explained threshold. Default is 0.2.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	padjust	The p-value adjustment threshold. Default is 0.05.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	num_intersections	This parameter is a numeric vector used to determine the number of intersections among lineages. It helps in selecting which dynamic features will be used. By default, when this parameter is set to NULL, all dynamic features that pass the specified threshold will be used for each lineage.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	cell_density	The cell density within each cell bin. By default, this parameter is set to 1, which means that all cells will be included within each cell bin.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	cell_bins	The number of cell bins. Default is 100.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	order_by	"The order of the heatmap. Default is ""peaktime""."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	layer	"Which layer to use. Default is ""counts""."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	assay	Which assay to use. If NULL, the default assay of the Seurat object will be used. When the object also contains ChromatinAssay, the default assay and additional ChromatinAssay will be preprocessed sequentially.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	exp_method	"A character vector specifying the method for calculating expression values. Options are ""zscore"", ""raw"", ""fc"", ""log2fc"", or ""log1p"". Default is ""zscore""."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	exp_legend_title	A character vector specifying the title for the legend of expression value. Default is NULL.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	limits	A two-length numeric vector specifying the limits for the color scale. Default is NULL.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	lib_normalize	Whether to normalize the data by library size.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	libsize	A numeric vector specifying the library size for each cell. Default is NULL.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	family	A character or character vector specifying the family of distributions to use for the GAM. If family is set to NULL, the appropriate family will be automatically determined based on the data. If length(family) is 1, the same family will be used for all features. Otherwise, family must have the same length as features.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	suffix	A character vector specifying the suffix to append to the output layer names for each lineage. Default is the lineage names.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	n_candidates	A number of candidate features to select when features is NULL. Default is 1000.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	minfreq	An integer specifying the minimum frequency threshold for candidate features. Features with a frequency less than minfreq will be excluded. Default is 5.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	fit_method	"The method used for fitting features. Either ""gam"" (generalized additive models) or ""pretsa"" (Pattern recognition in Temporal and Spatial Analyses). Default is ""gam""."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	knot	"For fit_method = ""pretsa"": B-spline knots. 0 or ""auto"". Default is 0."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	max_knot_allowed	"For fit_method = ""pretsa"" when knot = ""auto"": max knots. Default is 10."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	padjust_method	"The method used for p-value adjustment. Default is ""fdr""."	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	cluster_features_by	Which lineage to use when clustering features. By default, this parameter is set to NULL, which means that all lineages will be used.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	cluster_rows	Whether to cluster rows in the heatmap. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	cluster_row_slices	Whether to cluster row slices in the heatmap. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	cluster_columns	Whether to cluster columns in the heatmap. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	cluster_column_slices	Whether to cluster column slices in the heatmap. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	show_row_names	Whether to show row names in the heatmap. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	show_column_names	Whether to show column names in the heatmap. Default is FALSE.	references/scop/functions/DynamicHeatmap.md	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	2026-08-03T14:16:23+00:00
